file,group,MJD,seeing,ra,dec,gain,readnoise,date
h_e_20150416_14_1_1_1.fits,2,57128.881812,3.677203,10:02:03.822,+02:31:02.53,1.62,8.0,2015-04-16T21:09:48.527
h_e_20150409_8_1_1_1.fits,1,57121.858623,3.123384,10:01:23.657,+02:31:09.71,1.62,8.0,2015-04-09T20:36:24.996
h_e_20150311_17_1_1_1.fits,2,57092.884923,3.379996,10:02:03.744,+02:31:15.24,1.62,8.0,2015-03-11T21:14:17.365
h_e_20150224_18_1_1_1.fits,2,57077.91604,6.014616,10:02:04.450,+02:31:10.94,1.62,8.0,2015-02-24T21:59:05.895
h_e_20150508_14_1_1_1.fits,4,57150.882476,5.593791,10:01:23.268,+02:20:59.55,1.62,8.0,2015-05-08T21:10:45.911
h_e_20140208_52_1_1_1.fits,3,56696.945981,5.483159,10:00:43.716,+02:21:05.78,1.62,8.0,2014-02-08T22:42:12.785
h_e_20150424_19_1_1_1.fits,5,57136.899191,7.438125,10:02:03.767,+02:21:17.19,1.62,8.0,2015-04-24T21:34:50.074
h_e_20140606_41_1_1_1.fits,0,56814.906885,3.049919,10:00:44.679,+02:31:01.75,1.62,8.0,2014-06-06T21:45:54.886
h_e_20150511_16_1_1_1.fits,5,57153.860644,4.002972,10:02:02.554,+02:21:11.44,1.62,8.0,2015-05-11T20:39:19.615
h_e_20150317_13_1_1_1.fits,5,57099.026938,5.081825,10:02:05.101,+02:21:00.26,1.62,8.0,2015-03-18T00:38:47.480
h_e_20131101_108_1_1_1.fits,4,56598.227893,7.008995,10:01:23.986,+02:21:34.53,1.62,8.0,2013-11-02T05:28:09.997
h_e_20150409_12_1_1_1.fits,8,57121.862622,3.260254,10:02:03.751,+02:11:09.70,1.62,8.0,2015-04-09T20:42:10.569
h_e_20140211_46_1_1_1.fits,6,56699.925387,5.009193,10:00:43.452,+02:11:07.59,1.62,8.0,2014-02-11T22:12:33.434
h_e_20140112_76_1_1_1.fits,3,56670.010892,7.156214,10:00:43.348,+02:21:06.55,1.62,8.0,2014-01-13T00:15:41.059
h_e_20140408_45_1_1_1.fits,0,56755.969288,10.31728,10:00:44.647,+02:30:52.43,1.62,8.0,2014-04-08T23:15:46.499
h_e_20140424_44_1_1_1.fits,0,56771.895811,3.656895,10:00:43.946,+02:30:54.22,1.62,8.0,2014-04-24T21:29:58.045
h_e_20140422_25_1_1_1.fits,3,56769.886564,2.487617,10:00:43.882,+02:20:54.69,1.62,8.0,2014-04-22T21:16:39.109
h_e_20140127_75_1_1_1.fits,5,56685.062104,12.32175,10:02:04.310,+02:21:11.86,1.62,8.0,2014-01-28T01:29:25.753
h_e_20150410_10_1_1_1.fits,4,57122.840712,5.690599,10:01:23.473,+02:21:13.52,1.62,8.0,2015-04-10T20:10:37.473
h_e_20150329_6_1_1_1.fits,4,57110.845533,38.99554,10:01:23.138,+02:21:18.05,1.62,8.0,2015-03-29T20:17:34.045
h_e_20140405_22_1_1_1.fits,1,56752.877564,3.48617,10:01:24.237,+02:31:11.51,1.62,8.0,2014-04-05T21:03:41.508
h_e_20150216_39_1_1_1.fits,5,57070.080858,8.013973,10:02:05.175,+02:20:50.67,1.62,8.0,2015-02-17T01:56:26.137
h_e_20131224_97_1_1_1.fits,7,56651.082657,5.687826,10:01:23.591,+02:11:08.37,1.62,8.0,2013-12-25T01:59:01.530
h_e_20140311_70_1_1_1.fits,7,56728.089373,6.266554,10:01:24.437,+02:10:55.86,1.62,8.0,2014-03-12T02:08:41.832
h_e_20150509_24_1_1_1.fits,8,57151.888821,3.227806,10:02:03.608,+02:11:01.43,1.62,8.0,2015-05-09T21:19:54.144
h_e_20150211_37_1_1_1.fits,5,57064.971358,4.072575,10:02:05.186,+02:21:10.31,1.62,8.0,2015-02-11T23:18:45.354
h_e_20140403_30_1_1_1.fits,7,56750.903514,2.512263,10:01:24.225,+02:11:13.62,1.62,8.0,2014-04-03T21:41:03.566
h_e_20140504_41_1_1_1.fits,6,56781.89637,3.37063,10:00:44.163,+02:10:41.86,1.62,8.0,2014-05-04T21:30:46.345
h_e_20150330_14_1_1_1.fits,3,57111.84035,4.193946,10:00:43.356,+02:21:12.14,1.62,8.0,2015-03-30T20:10:06.257
h_e_20140126_53_1_1_1.fits,0,56684.082808,10.47153,10:00:44.176,+02:31:17.67,1.62,8.0,2014-01-27T01:59:14.615
h_e_20150505_16_1_1_1.fits,7,57147.928891,3.953082,10:01:23.569,+02:11:06.86,1.62,8.0,2015-05-05T22:17:36.213
h_e_20140228_28_1_1_1.fits,0,56716.983001,5.11199,10:00:44.094,+02:31:15.96,1.62,8.0,2014-02-28T23:35:31.247
h_e_20140106_86_1_1_1.fits,5,56664.233452,8.575021,10:02:04.824,+02:20:56.20,1.62,8.0,2014-01-07T05:36:10.292
h_e_20150425_4_1_1_1.fits,4,57137.849722,2.827282,10:01:23.497,+02:21:06.68,1.62,8.0,2015-04-25T20:23:36.001
h_e_20140304_25_1_1_1.fits,6,56720.906113,6.796981,10:00:43.799,+02:11:12.97,1.62,8.0,2014-03-04T21:44:48.191
h_e_20140404_28_1_1_1.fits,0,56751.902528,3.188085,10:00:44.185,+02:31:14.77,1.62,8.0,2014-04-04T21:39:38.383
h_e_20140403_26_1_1_1.fits,0,56750.899695,2.624407,10:00:44.197,+02:31:15.10,1.62,8.0,2014-04-03T21:35:33.617
h_e_20140502_36_1_1_1.fits,0,56779.915525,3.969668,10:00:44.406,+02:30:47.46,1.62,8.0,2014-05-02T21:58:21.318
h_e_20140224_69_1_1_1.fits,5,56712.970695,4.466434,10:02:03.928,+02:21:14.45,1.62,8.0,2014-02-24T23:17:48.036
h_e_20140311_66_1_1_1.fits,0,56728.085561,5.59427,10:00:44.343,+02:30:55.34,1.62,8.0,2014-03-12T02:03:12.482
h_e_20140416_16_1_1_1.fits,7,56763.874175,3.339868,10:01:24.068,+02:11:10.64,1.62,8.0,2014-04-16T20:58:48.677
h_e_20150224_22_1_1_1.fits,5,57077.920049,5.807063,10:02:04.586,+02:21:10.85,1.62,8.0,2015-02-24T22:04:52.202
h_e_20150428_11_1_1_1.fits,7,57140.858182,3.105843,10:01:23.561,+02:11:05.16,1.62,8.0,2015-04-28T20:35:46.900
h_e_20150423_8_1_1_1.fits,3,57135.860589,3.037101,10:00:43.717,+02:21:06.54,1.62,8.0,2015-04-23T20:39:14.847
h_e_20150411_20_1_1_1.fits,6,57123.849783,4.849215,10:00:43.585,+02:11:08.03,1.62,8.0,2015-04-11T20:23:41.267
h_e_20140321_31_1_1_1.fits,6,56737.874606,6.661456,10:00:43.853,+02:11:15.30,1.62,8.0,2014-03-21T20:59:25.948
h_e_20140415_23_1_1_1.fits,1,56762.88948,2.880719,10:01:24.365,+02:31:05.84,1.62,8.0,2014-04-15T21:20:51.044
h_e_20140514_33_1_1_1.fits,6,56791.88414,7.11162,10:00:44.497,+02:10:55.83,1.62,8.0,2014-05-14T21:13:09.730
h_e_20150312_18_1_1_1.fits,3,57093.8685,4.122775,10:00:43.919,+02:21:09.66,1.62,8.0,2015-03-12T20:50:38.433
h_e_20131219_160_1_1_1.fits,3,56646.159199,8.775073,10:00:43.860,+02:21:14.63,1.62,8.0,2013-12-20T03:49:14.806
h_e_20150315_16_1_1_1.fits,2,57096.876093,4.377801,10:02:03.521,+02:31:15.71,1.62,8.0,2015-03-15T21:01:34.450
h_e_20140103_51_1_1_1.fits,5,56661.092277,6.185762,10:02:04.167,+02:21:13.01,1.62,8.0,2014-01-04T02:12:52.771
h_e_20150420_18_1_1_1.fits,4,57132.910983,5.3305,10:01:23.731,+02:21:13.13,1.62,8.0,2015-04-20T21:51:48.889
h_e_20150401_6_1_1_1.fits,1,57113.843354,3.555707,10:01:23.214,+02:31:11.95,1.62,8.0,2015-04-01T20:14:25.795
h_e_20140514_25_1_1_1.fits,4,56791.876519,8.582938,10:01:24.685,+02:20:55.50,1.62,8.0,2014-05-14T21:02:11.236
h_e_20140321_27_1_1_1.fits,3,56737.870799,4.330938,10:00:43.778,+02:21:15.47,1.62,8.0,2014-03-21T20:53:57.004
h_e_20150506_23_1_1_1.fits,8,57148.890079,4.31239,10:02:03.647,+02:11:08.60,1.62,8.0,2015-05-06T21:21:42.852
h_e_20140406_17_1_1_1.fits,7,56753.873017,3.886346,10:01:24.086,+02:11:08.37,1.62,8.0,2014-04-06T20:57:08.674
h_e_20140103_47_1_1_1.fits,2,56661.088499,6.182635,10:02:04.119,+02:31:14.35,1.62,8.0,2014-01-04T02:07:26.311
h_e_20140227_39_1_1_1.fits,0,56716.01093,7.023118,10:00:44.169,+02:31:09.83,1.62,8.0,2014-02-28T00:15:44.382
h_e_20140326_29_1_1_1.fits,6,56742.919688,3.456756,10:00:44.173,+02:11:13.82,1.62,8.0,2014-03-26T22:04:21.004
h_e_20131124_92_1_1_1.fits,1,56621.144229,6.330856,10:01:23.489,+02:31:11.06,1.62,8.0,2013-11-25T03:27:41.394
h_e_20131218_71_1_1_1.fits,4,56645.080897,5.587589,10:01:23.439,+02:21:12.02,1.62,8.0,2013-12-19T01:56:29.535
h_e_20150506_19_1_1_1.fits,1,57148.886087,3.999157,10:01:23.659,+02:31:10.24,1.62,8.0,2015-05-06T21:15:57.890
h_e_20140128_72_1_1_1.fits,5,56686.004654,6.205052,10:02:03.935,+02:21:14.31,1.62,8.0,2014-01-29T00:06:42.078
h_e_20150406_15_1_1_1.fits,5,57118.867948,3.964694,10:02:03.627,+02:21:10.23,1.62,8.0,2015-04-06T20:49:50.688
h_e_20150212_38_1_1_1.fits,7,57065.981872,6.035158,10:01:25.009,+02:11:09.60,1.62,8.0,2015-02-12T23:33:53.768
h_e_20150408_8_1_1_1.fits,1,57120.866713,4.017847,10:01:23.747,+02:31:09.23,1.62,8.0,2015-04-08T20:48:04.042
h_e_20140407_31_1_1_1.fits,6,56754.917207,3.524836,10:00:44.261,+02:11:07.19,1.62,8.0,2014-04-07T22:00:46.655
h_e_20140418_52_1_1_1.fits,6,56765.926185,999.0, 10:0:43.972,+02:10:59.93,1.62,8.0,2014-04-18T22:13:42.387
h_e_20150418_19_1_1_1.fits,8,57130.880335,2.844085,10:02:03.662,+02:11:06.53,1.62,8.0,2015-04-18T21:07:40.958
h_e_20150430_9_1_1_1.fits,8,57142.868081,2.94613,10:02:03.497,+02:11:10.73,1.62,8.0,2015-04-30T20:50:02.217
h_e_20140306_20_1_1_1.fits,3,56722.866014,6.854963,10:00:43.192,+02:21:08.71,1.62,8.0,2014-03-06T20:47:03.588
h_e_20140104_65_1_1_1.fits,8,56662.052578,4.006582,10:02:03.871,+02:11:07.01,1.62,8.0,2014-01-05T01:15:42.718
h_e_20150312_22_1_1_1.fits,6,57093.872471,5.318559,10:00:44.003,+02:11:09.46,1.62,8.0,2015-03-12T20:56:21.495
h_e_20140301_38_1_1_1.fits,6,56717.889225,3.325676,10:00:43.407,+02:11:07.09,1.62,8.0,2014-03-01T21:20:29.056
h_e_20150327_21_1_1_1.fits,5,57108.924694,3.280327,10:02:03.925,+02:21:13.76,1.62,8.0,2015-03-27T22:11:33.590
h_e_20150420_22_1_1_1.fits,3,57132.914981,3.691851,10:00:43.826,+02:21:11.99,1.62,8.0,2015-04-20T21:57:34.361
h_e_20140418_44_1_1_1.fits,4,56765.918582,7.227316,10:01:24.225,+02:20:56.49,1.62,8.0,2014-04-18T22:02:45.461
h_e_20140102_77_1_1_1.fits,4,56660.054704,6.236627,10:01:23.748,+02:21:06.30,1.62,8.0,2014-01-03T01:18:46.384
h_e_20140407_27_1_1_1.fits,3,56754.913396,3.821506,10:00:44.298,+02:21:06.77,1.62,8.0,2014-04-07T21:55:17.372
h_e_20140506_37_1_1_1.fits,5,56783.89266,22.44125, 10:2:4.033,+02:20:59.98,1.62,8.0,2014-05-06T21:25:25.815
h_e_20150419_13_1_1_1.fits,0,57131.846291,4.000443,10:00:43.533,+02:31:10.52,1.62,8.0,2015-04-19T20:18:39.500
h_e_20150213_41_1_1_1.fits,7,57066.936032,5.565379,10:01:24.529,+02:11:11.65,1.62,8.0,2015-02-13T22:27:53.183
h_e_20140221_74_1_1_1.fits,0,56709.990185,4.064397,10:00:43.967,+02:31:14.05,1.62,8.0,2014-02-21T23:45:52.021
h_e_20150507_18_1_1_1.fits,3,57149.954019,4.928827,10:00:44.245,+02:21:07.11,1.62,8.0,2015-05-07T22:53:47.255
h_e_20131106_124_1_1_1.fits,0,56603.228155,5.741089,10:00:44.488,+02:31:56.52,1.62,8.0,2013-11-07T05:28:32.569
h_e_20150426_4_1_1_1.fits,4,57138.849198,2.98873,10:01:23.578,+02:21:10.61,1.62,8.0,2015-04-26T20:22:50.688
h_e_20150213_39_1_1_1.fits,5,57066.934021,6.060596,10:02:04.567,+02:21:11.75,1.62,8.0,2015-02-13T22:24:59.435
h_e_20140301_33_1_1_1.fits,0,56717.884484,3.768717,10:00:43.251,+02:31:07.89,1.62,8.0,2014-03-01T21:13:39.385
h_e_20150214_44_1_1_1.fits,6,57067.928346,6.138435,10:00:44.605,+02:11:11.48,1.62,8.0,2015-02-14T22:16:49.089
h_e_20140327_61_1_1_1.fits,3,56744.013579,4.955767,10:00:44.572,+02:20:48.49,1.62,8.0,2014-03-28T00:19:33.231
h_e_20150412_24_1_1_1.fits,2,57124.927383,3.515511,10:02:03.734,+02:31:09.35,1.62,8.0,2015-04-12T22:15:25.912
h_e_20131230_116_1_1_1.fits,2,56657.073543,6.110215,10:02:04.434,+02:31:05.16,1.62,8.0,2013-12-31T01:45:54.138
h_e_20150214_37_1_1_1.fits,2,57067.921311,5.824746,10:02:04.549,+02:31:11.93,1.62,8.0,2015-02-14T22:06:41.258
h_e_20131128_87_1_1_1.fits,3,56625.162424,5.134084,10:00:43.928,+02:21:12.34,1.62,8.0,2013-11-29T03:53:53.461
h_e_20140307_21_1_1_1.fits,6,56723.862363,8.832474,10:00:43.480,+02:11:10.33,1.62,8.0,2014-03-07T20:41:48.176
h_e_20150419_18_1_1_1.fits,6,57131.851264,4.343287,10:00:43.663,+02:11:09.21,1.62,8.0,2015-04-19T20:25:49.167
h_e_20140318_42_1_1_1.fits,5,56734.875524,11.83602,10:02:03.972,+02:21:12.31,1.62,8.0,2014-03-18T21:00:45.260
h_e_20140423_8_1_1_1.fits,4,56770.873416,3.021833,10:01:24.028,+02:20:59.46,1.62,8.0,2014-04-23T20:57:43.174
h_e_20140105_64_1_1_1.fits,2,56663.093383,4.333498,10:02:03.986,+02:31:13.85,1.62,8.0,2014-01-06T02:14:28.292
h_e_20150212_33_1_1_1.fits,1,57065.976843,6.719467,10:01:24.957,+02:31:11.21,1.62,8.0,2015-02-12T23:26:39.254
h_e_20150313_23_1_1_1.fits,8,57094.895568,4.336528,10:02:03.775,+02:11:14.33,1.62,8.0,2015-03-13T21:29:37.048
h_e_20140111_48_1_1_1.fits,0,56669.004403,4.912116,10:00:43.364,+02:31:08.67,1.62,8.0,2014-01-12T00:06:20.428
h_e_20131203_5_1_1_1.fits,1,56630.233831,5.189002,10:01:24.252,+02:31:15.06,1.62,8.0,2013-12-04T05:36:43.025
h_e_20150227_30_1_1_1.fits,1,57080.925129,5.227278,10:01:24.788,+02:31:16.07,1.62,8.0,2015-02-27T22:12:11.178
h_e_20131128_91_1_1_1.fits,6,56625.166245,5.092459,10:00:43.983,+02:11:12.03,1.62,8.0,2013-11-29T03:59:23.602
h_e_20150401_10_1_1_1.fits,8,57113.847391,4.793531,10:02:03.331,+02:11:09.81,1.62,8.0,2015-04-01T20:20:14.545
h_e_20150414_20_1_1_1.fits,7,57126.888622,3.376035,10:01:23.801,+02:11:05.84,1.62,8.0,2015-04-14T21:19:36.924
h_e_20150502_7_1_1_1.fits,3,57144.867639,2.935645,10:00:43.438,+02:21:12.47,1.62,8.0,2015-05-02T20:49:24.021
h_e_20150510_6_1_1_1.fits,1,57152.859455,6.32505,10:01:22.659,+02:31:12.66,1.62,8.0,2015-05-10T20:37:36.887
h_e_20140414_22_1_1_1.fits,0,56761.889048,5.315992,10:00:44.175,+02:31:10.81,1.62,8.0,2014-04-14T21:20:13.736
h_e_20140227_41_1_1_1.fits,5,56716.01285,7.637246,10:02:04.224,+02:21:09.68,1.62,8.0,2014-02-28T00:18:30.249
h_e_20140421_21_1_1_1.fits,8,56768.884242,2.915241,10:02:04.144,+02:10:58.71,1.62,8.0,2014-04-21T21:13:18.533
h_e_20150313_19_1_1_1.fits,1,57094.891559,4.423801,10:01:23.786,+02:31:13.62,1.62,8.0,2015-03-13T21:23:50.719
h_e_20140326_22_1_1_1.fits,2,56742.913007,4.005737,10:02:04.235,+02:31:15.45,1.62,8.0,2014-03-26T21:54:43.790
h_e_20150314_17_1_1_1.fits,6,57095.874592,3.439746,10:00:43.471,+02:11:18.27,1.62,8.0,2015-03-14T20:59:24.763
h_e_20140207_64_1_1_1.fits,1,56695.99712,4.553074,10:01:23.930,+02:31:12.03,1.62,8.0,2014-02-07T23:55:51.178
h_e_20140320_26_1_1_1.fits,5,56736.868535,4.844155,10:02:03.833,+02:21:14.00,1.62,8.0,2014-03-20T20:50:41.403
h_e_20150507_22_1_1_1.fits,6,57149.95801,3.444749,10:00:44.174,+02:11:06.81,1.62,8.0,2015-05-07T22:59:32.099
h_e_20140415_28_1_1_1.fits,7,56762.894244,3.30089,10:01:24.345,+02:11:03.41,1.62,8.0,2014-04-15T21:27:42.688
h_e_20150415_10_1_1_1.fits,4,57127.86815,6.86488,10:01:23.739,+02:21:07.95,1.62,8.0,2015-04-15T20:50:08.118
h_e_20150216_24_1_1_1.fits,4,57069.97651,9.04925,10:01:25.030,+02:21:13.51,1.62,8.0,2015-02-16T23:26:10.457
h_e_20140101_73_1_1_1.fits,3,56659.055559,6.84709,10:00:43.907,+02:21:08.29,1.62,8.0,2014-01-02T01:20:00.307
h_e_20150428_6_1_1_1.fits,1,57140.853177,3.377443,10:01:23.487,+02:31:07.20,1.62,8.0,2015-04-28T20:28:34.491
h_e_20140204_51_1_1_1.fits,8,56692.980403,5.68957,10:02:04.136,+02:11:07.71,1.62,8.0,2014-02-04T23:31:46.799
h_e_20150328_17_1_1_1.fits,7,57109.868784,7.713155,10:01:23.374,+02:11:08.95,1.62,8.0,2015-03-28T20:51:02.951
h_e_20140222_80_1_1_1.fits,8,56710.994858,7.354323,10:02:04.187,+02:11:13.46,1.62,8.0,2014-02-22T23:52:35.755
h_e_20140505_40_1_1_1.fits,4,56782.908628,5.962477,10:01:24.165,+02:20:45.12,1.62,8.0,2014-05-05T21:48:25.498
h_e_20131223_84_1_1_1.fits,8,56650.064061,5.449911,10:02:03.693,+02:11:10.12,1.62,8.0,2013-12-24T01:32:14.903
h_e_20131216_61_1_1_1.fits,3,56643.228911,7.556618,10:00:44.325,+02:21:00.40,1.62,8.0,2013-12-17T05:29:37.910
h_e_20140504_39_1_1_1.fits,8,56781.894458,2.416352,10:02:04.279,+02:10:41.54,1.62,8.0,2014-05-04T21:28:01.208
h_e_20131120_52_1_1_1.fits,7,56617.150636,6.090397,10:01:23.579,+02:11:05.71,1.62,8.0,2013-11-21T03:36:54.952
h_e_20140305_24_1_1_1.fits,8,56721.873429,6.834324,10:02:03.469,+02:11:12.07,1.62,8.0,2014-03-05T20:57:44.269
h_e_20140126_58_1_1_1.fits,6,56684.087568,7.514737,10:00:44.237,+02:11:15.50,1.62,8.0,2014-01-27T02:06:05.914
h_e_20140417_17_1_1_1.fits,3,56764.91267,2.827725,10:00:44.045,+02:20:53.43,1.62,8.0,2014-04-17T21:54:14.673
h_e_20140204_47_1_1_1.fits,1,56692.976582,4.954077,10:01:24.066,+02:31:07.63,1.62,8.0,2014-02-04T23:26:16.658
h_e_20150216_41_1_1_1.fits,7,57070.082865,6.522263,10:01:25.088,+02:10:49.44,1.62,8.0,2015-02-17T01:59:19.551
h_e_20140303_36_1_1_1.fits,1,56719.934099,4.743641,10:01:23.800,+02:31:14.56,1.62,8.0,2014-03-03T22:25:06.124
h_e_20150405_11_1_1_1.fits,2,57117.86528,6.76349,10:02:03.623,+02:31:10.32,1.62,8.0,2015-04-05T20:46:00.219
h_e_20131114_77_1_1_1.fits,2,56611.262904,6.671245,10:02:04.166,+02:31:16.07,1.62,8.0,2013-11-15T06:18:34.941
h_e_20140308_30_1_1_1.fits,1,56724.872439,6.452219,10:01:23.628,+02:31:08.35,1.62,8.0,2014-03-08T20:56:18.692
h_e_20150422_16_1_1_1.fits,1,57134.96165,3.170531,10:01:24.542,+02:31:08.94,1.62,8.0,2015-04-22T23:04:46.578
h_e_20140524_30_1_1_1.fits,0,56801.909133,3.420575,10:00:44.540,+02:31:01.94,1.62,8.0,2014-05-24T21:49:09.069
h_e_20150417_15_1_1_1.fits,8,57129.850377,3.18107,10:02:03.607,+02:11:09.09,1.62,8.0,2015-04-17T20:24:32.561
h_e_20140210_51_1_1_1.fits,6,56698.948215,5.735662,10:00:43.653,+02:11:09.53,1.62,8.0,2014-02-10T22:45:25.740
h_e_20150223_9_1_1_1.fits,1,57077.068772,7.744088,10:01:25.047,+02:30:47.66,1.62,8.0,2015-02-24T01:39:01.897
h_e_20140423_32_1_1_1.fits,7,56770.93589,3.213098,10:01:24.333,+02:10:45.11,1.62,8.0,2014-04-23T22:27:40.885
h_e_20150316_12_1_1_1.fits,5,57097.841756,4.798697,10:02:04.100,+02:21:12.22,1.62,8.0,2015-03-16T20:12:07.706
h_e_20140606_39_1_1_1.fits,2,56814.904978,2.670449,10:02:04.762,+02:31:01.96,1.62,8.0,2014-06-06T21:43:10.117
h_e_20131105_100_1_1_1.fits,7,56602.219724,10.73345,10:01:24.197,+02:11:29.85,1.62,8.0,2013-11-06T05:16:24.151
h_e_20140205_77_1_1_1.fits,0,56693.983898,6.169545,10:00:43.496,+02:31:15.32,1.62,8.0,2014-02-05T23:36:48.749
h_e_20150408_13_1_1_1.fits,7,57120.871742,5.535613,10:01:23.743,+02:11:09.12,1.62,8.0,2015-04-08T20:55:18.537
h_e_20140210_47_1_1_1.fits,3,56698.944414,5.031826,10:00:43.592,+02:21:10.56,1.62,8.0,2014-02-10T22:39:57.352
h_e_20150228_21_1_1_1.fits,3,57081.894506,8.027732,10:00:44.544,+02:21:10.98,1.62,8.0,2015-02-28T21:28:05.319
h_e_20150404_21_1_1_1.fits,5,57116.87946,3.9895,10:02:03.614,+02:21:13.84,1.62,8.0,2015-04-04T21:06:25.327
h_e_20131107_140_1_1_1.fits,4,56604.208704,6.032639,10:01:23.598,+02:21:12.64,1.62,8.0,2013-11-08T05:00:32.063
h_e_20140323_29_1_1_1.fits,8,56739.910782,4.476932,10:02:04.020,+02:11:16.68,1.62,8.0,2014-03-23T21:51:31.574
