file,group,MJD,seeing,ra,dec,gain,readnoise,date
h_e_20131216_59_1_1_1.fits,1,56643.22702,7.09031,10:01:24.339,+02:31:01.08,1.62,8.0,2013-12-17T05:26:54.543
h_e_20150417_17_1_1_1.fits,6,57129.852369,4.884595,10:00:43.579,+02:11:09.88,1.62,8.0,2015-04-17T20:27:24.695
h_e_20140524_32_1_1_1.fits,5,56801.911044,13.55466,10:02:04.629,+02:21:02.02,1.62,8.0,2014-05-24T21:51:54.176
h_e_20140308_32_1_1_1.fits,3,56724.874349,8.176151,10:00:43.577,+02:21:08.46,1.62,8.0,2014-03-08T20:59:03.792
h_e_20150422_14_1_1_1.fits,4,57134.959652,3.05724,10:01:24.512,+02:21:08.83,1.62,8.0,2015-04-22T23:01:53.902
h_e_20140423_30_1_1_1.fits,5,56770.933969,3.519706,10:02:04.432,+02:20:44.79,1.62,8.0,2014-04-23T22:24:54.910
h_e_20140319_39_1_1_1.fits,6,56735.889185,6.789625,10:00:44.490,+02:11:07.91,1.62,8.0,2014-03-19T21:20:25.542
h_e_20150412_30_1_1_1.fits,7,57124.933384,3.101781,10:01:23.823,+02:11:09.91,1.62,8.0,2015-04-12T22:24:04.341
h_e_20131203_7_1_1_1.fits,3,56630.235718,7.297505,10:00:44.201,+02:21:13.60,1.62,8.0,2013-12-04T05:39:26.021
h_e_20140421_19_1_1_1.fits,3,56768.882343,2.790279,10:00:44.076,+02:21:01.15,1.62,8.0,2014-04-21T21:10:34.443
h_e_20150313_21_1_1_1.fits,3,57094.893563,5.38,10:00:43.706,+02:21:13.97,1.62,8.0,2015-03-13T21:26:43.859
h_e_20150212_31_1_1_1.fits,4,57065.974823,8.702544,10:01:24.901,+02:21:11.22,1.62,8.0,2015-02-12T23:23:44.687
h_e_20140105_66_1_1_1.fits,0,56663.095269,4.336695,10:00:43.891,+02:31:14.66,1.62,8.0,2014-01-06T02:17:11.207
h_e_20150401_12_1_1_1.fits,6,57113.849395,3.990564,10:00:43.277,+02:11:09.87,1.62,8.0,2015-04-01T20:23:07.739
h_e_20150502_5_1_1_1.fits,1,57144.865635,2.697902,10:01:23.487,+02:31:13.34,1.62,8.0,2015-05-02T20:46:30.838
h_e_20150412_26_1_1_1.fits,0,57124.929378,2.794599,10:00:43.723,+02:31:10.03,1.62,8.0,2015-04-12T22:18:18.256
h_e_20140327_63_1_1_1.fits,8,56744.015487,5.139366,10:02:04.654,+02:10:47.90,1.62,8.0,2014-03-28T00:22:18.100
h_e_20140301_31_1_1_1.fits,2,56717.88258,15.69999,10:02:03.312,+02:31:07.31,1.62,8.0,2014-03-01T21:10:54.953
h_e_20140105_70_1_1_1.fits,7,56663.09906,3.701454,10:01:23.972,+02:11:13.75,1.62,8.0,2014-01-06T02:22:38.809
h_e_20140206_40_1_1_1.fits,6,56695.007908,5.139961,10:00:44.133,+02:11:10.62,1.62,8.0,2014-02-07T00:11:23.230
h_e_20131106_126_1_1_1.fits,5,56603.230045,4.127522,10:02:04.620,+02:21:56.04,1.62,8.0,2013-11-07T05:31:15.868
h_e_20150426_6_1_1_1.fits,1,57138.851207,2.813616,10:01:23.542,+02:31:10.94,1.62,8.0,2015-04-26T20:25:44.243
h_e_20140206_33_1_1_1.fits,2,56695.00126,7.48209,10:02:04.235,+02:31:11.22,1.62,8.0,2014-02-07T00:01:48.905
h_e_20140318_40_1_1_1.fits,0,56734.873637,4.231848,10:00:43.916,+02:31:12.59,1.62,8.0,2014-03-18T20:58:02.272
h_e_20131105_98_1_1_1.fits,5,56602.217825,8.675993,10:02:04.153,+02:21:30.00,1.62,8.0,2013-11-06T05:13:40.072
h_e_20150215_29_1_1_1.fits,3,57069.090585,8.120235,10:00:44.940,+02:20:46.67,1.62,8.0,2015-02-16T02:10:26.584
h_e_20131128_85_1_1_1.fits,1,56625.16049,3.551328,10:01:23.938,+02:31:12.43,1.62,8.0,2013-11-29T03:51:06.373
h_e_20150507_20_1_1_1.fits,8,57149.956014,4.037673,10:02:04.287,+02:11:07.62,1.62,8.0,2015-05-07T22:56:39.603
h_e_20140320_24_1_1_1.fits,0,56736.866628,5.371195,10:00:43.701,+02:31:14.56,1.62,8.0,2014-03-20T20:47:56.694
h_e_20140207_66_1_1_1.fits,3,56695.99903,4.54171,10:00:43.856,+02:21:12.22,1.62,8.0,2014-02-07T23:58:36.233
h_e_20140327_59_1_1_1.fits,1,56744.011683,5.465037,10:01:24.623,+02:30:47.99,1.62,8.0,2014-03-28T00:16:49.412
h_e_20150415_12_1_1_1.fits,1,57127.870139,5.299057,10:01:23.832,+02:31:07.22,1.62,8.0,2015-04-15T20:53:00.038
h_e_20131123_73_1_1_1.fits,2,56620.248425,2.912625,10:02:04.324,+02:31:17.32,1.62,8.0,2013-11-24T05:57:43.889
h_e_20140307_19_1_1_1.fits,8,56723.860446,3.13927,10:02:03.482,+02:11:10.04,1.62,8.0,2014-03-07T20:39:02.507
h_e_20140421_23_1_1_1.fits,6,56768.886151,3.663787,10:00:44.064,+02:10:58.61,1.62,8.0,2014-04-21T21:16:03.477
h_e_20140227_43_1_1_1.fits,7,56716.014753,6.094285,10:01:24.168,+02:11:08.29,1.62,8.0,2014-02-28T00:21:14.666
h_e_20150314_9_1_1_1.fits,4,57095.866545,6.315346,10:01:23.438,+02:21:18.64,1.62,8.0,2015-03-14T20:47:49.517
h_e_20150417_9_1_1_1.fits,4,57129.844337,2.943743,10:01:23.491,+02:21:09.71,1.62,8.0,2015-04-17T20:15:50.755
h_e_20140414_20_1_1_1.fits,2,56761.887141,4.677484,10:02:04.266,+02:31:10.41,1.62,8.0,2014-04-14T21:17:28.955
h_e_20150510_4_1_1_1.fits,4,57152.857465,5.234875,10:01:22.644,+02:21:13.47,1.62,8.0,2015-05-10T20:34:44.955
h_e_20140207_70_1_1_1.fits,6,56696.002849,4.427485,10:00:43.848,+02:11:11.28,1.62,8.0,2014-02-08T00:04:06.133
h_e_20150314_15_1_1_1.fits,8,57095.872592,3.276554,10:02:03.520,+02:11:17.76,1.62,8.0,2015-03-14T20:56:31.978
h_e_20150414_18_1_1_1.fits,5,57126.88662,5.055711,10:02:03.847,+02:21:07.07,1.62,8.0,2015-04-14T21:16:43.991
h_e_20131218_78_1_1_1.fits,7,56645.087505,5.50282,10:01:23.406,+02:11:12.66,1.62,8.0,2013-12-19T02:06:00.435
h_e_20140513_22_1_1_1.fits,2,56790.895614,4.924276,10:02:04.420,+02:30:51.02,1.62,8.0,2014-05-13T21:29:41.060
h_e_20150418_15_1_1_1.fits,1,57130.876341,3.163491,10:01:23.639,+02:31:05.79,1.62,8.0,2015-04-18T21:01:55.863
h_e_20150430_5_1_1_1.fits,1,57142.864077,2.663137,10:01:23.467,+02:31:11.80,1.62,8.0,2015-04-30T20:44:16.219
h_e_20150313_24_1_1_1.fits,7,57094.896565,5.798278,10:01:23.664,+02:11:14.22,1.62,8.0,2015-03-13T21:31:03.254
h_e_20150212_34_1_1_1.fits,0,57065.977852,6.605141,10:00:44.963,+02:31:10.02,1.62,8.0,2015-02-12T23:28:06.432
h_e_20140105_63_1_1_1.fits,4,56663.092438,6.351908,10:01:23.905,+02:21:14.31,1.62,8.0,2014-01-06T02:13:06.630
h_e_20140318_45_1_1_1.fits,6,56734.87839,4.548455,10:00:43.846,+02:11:13.42,1.62,8.0,2014-03-18T21:04:52.924
h_e_20150316_7_1_1_1.fits,4,57097.836415,4.486121,10:01:24.053,+02:21:14.27,1.62,8.0,2015-03-16T20:04:26.276
h_e_20140206_36_1_1_1.fits,3,56695.004109,6.409608,10:00:44.155,+02:21:10.17,1.62,8.0,2014-02-07T00:05:55.025
h_e_20140418_48_1_1_1.fits,3,56765.922377,999.0, 10:0:43.975,+02:21:00.13,1.62,8.0,2014-04-18T22:08:13.399
h_e_20150315_20_1_1_1.fits,5,57096.880097,3.198874,10:02:03.607,+02:21:14.95,1.62,8.0,2015-03-15T21:07:20.386
h_e_20140221_78_1_1_1.fits,7,56709.994017,6.244842,10:01:24.057,+02:11:14.27,1.62,8.0,2014-02-21T23:51:23.083
h_e_20140427_18_1_1_1.fits,0,56774.924316,4.912116,10:00:44.165,+02:30:44.25,1.62,8.0,2014-04-27T22:11:00.936
h_e_20150412_23_1_1_1.fits,4,57124.926381,5.699038,10:01:23.650,+02:21:08.64,1.62,8.0,2015-04-12T22:13:59.284
h_e_20150214_43_1_1_1.fits,7,57067.927339,6.965773,10:01:24.497,+02:11:12.83,1.62,8.0,2015-02-14T22:15:22.110
h_e_20140301_34_1_1_1.fits,3,56717.885429,3.178149,10:00:43.287,+02:21:06.89,1.62,8.0,2014-03-01T21:15:01.088
h_e_20131219_156_1_1_1.fits,4,56646.155431,10.26675,10:01:23.848,+02:21:14.32,1.62,8.0,2013-12-20T03:43:49.263
h_e_20140128_68_1_1_1.fits,2,56686.000858,5.066912,10:02:03.819,+02:31:16.22,1.62,8.0,2014-01-29T00:01:14.138
h_e_20131106_123_1_1_1.fits,1,56603.227211,5.234043,10:01:24.452,+02:31:56.78,1.62,8.0,2013-11-07T05:27:11.072
h_e_20131123_76_1_1_1.fits,3,56620.25125,5.846124,10:00:44.312,+02:21:16.13,1.62,8.0,2013-11-24T06:01:48.004
h_e_20131125_94_1_1_1.fits,4,56622.215039,4.616312,10:01:24.325,+02:21:07.56,1.62,8.0,2013-11-26T05:09:39.362
h_e_20150415_17_1_1_1.fits,7,57127.875128,8.585525,10:01:23.745,+02:11:08.52,1.62,8.0,2015-04-15T21:00:11.047
h_e_20140427_22_1_1_1.fits,7,56774.928124,5.880973,10:01:24.092,+02:10:44.58,1.62,8.0,2014-04-27T22:16:29.873
h_e_20150327_17_1_1_1.fits,2,57108.920653,3.399577,10:02:03.897,+02:31:13.61,1.62,8.0,2015-03-27T22:05:44.443
h_e_20131226_101_1_1_1.fits,8,56653.09668,3.955362,10:02:04.290,+02:11:09.19,1.62,8.0,2013-12-27T02:19:13.178
h_e_20140320_21_1_1_1.fits,4,56736.863746,6.414613,10:01:23.828,+02:21:14.65,1.62,8.0,2014-03-20T20:43:47.653
h_e_20150312_14_1_1_1.fits,4,57093.86454,7.154852,10:01:23.934,+02:21:10.07,1.62,8.0,2015-03-12T20:44:56.247
h_e_20140207_63_1_1_1.fits,2,56695.996169,4.121916,10:02:03.898,+02:31:12.48,1.62,8.0,2014-02-07T23:54:28.976
h_e_20140306_16_1_1_1.fits,4,56722.862204,12.47377,10:01:23.166,+02:21:06.82,1.62,8.0,2014-03-06T20:41:34.442
h_e_20140513_27_1_1_1.fits,8,56790.900373,10.65817,10:02:04.439,+02:10:51.77,1.62,8.0,2014-05-13T21:36:32.245
h_e_20150314_10_1_1_1.fits,2,57095.867588,3.458145,10:02:03.546,+02:31:17.90,1.62,8.0,2015-03-14T20:49:19.568
h_e_20140326_25_1_1_1.fits,3,56742.915867,8.071368,10:00:44.202,+02:21:14.10,1.62,8.0,2014-03-26T21:58:50.917
h_e_20140514_29_1_1_1.fits,3,56791.880329,16.96532,10:00:44.609,+02:20:56.08,1.62,8.0,2014-05-14T21:07:40.462
h_e_20140414_25_1_1_1.fits,8,56761.891897,4.173728,10:02:04.200,+02:11:10.13,1.62,8.0,2014-04-14T21:24:19.893
h_e_20150426_10_1_1_1.fits,8,57138.855186,3.760355,10:02:03.630,+02:11:09.64,1.62,8.0,2015-04-26T20:31:28.094
h_e_20150405_16_1_1_1.fits,8,57117.870282,6.411878,10:02:03.562,+02:11:10.39,1.62,8.0,2015-04-05T20:53:12.329
h_e_20150429_17_1_1_1.fits,5,57141.854486,4.426819,10:02:03.672,+02:21:05.16,1.62,8.0,2015-04-29T20:30:27.627
h_e_20140503_30_1_1_1.fits,5,56780.869495,3.288568,10:02:03.890,+02:20:49.93,1.62,8.0,2014-05-03T20:52:04.336
h_e_20150330_18_1_1_1.fits,6,57111.844351,2.904937,10:00:43.416,+02:11:10.76,1.62,8.0,2015-03-30T20:15:51.936
h_e_20131225_87_1_1_1.fits,8,56652.05367,6.525692,10:02:03.517,+02:11:05.65,1.62,8.0,2013-12-26T01:17:17.130
h_e_20140305_23_1_1_1.fits,5,56721.872476,8.282816,10:02:03.426,+02:21:11.80,1.62,8.0,2014-03-05T20:56:21.914
h_e_20140228_32_1_1_1.fits,7,56716.986822,4.357141,10:01:24.177,+02:11:14.73,1.62,8.0,2014-02-28T23:41:01.378
h_e_20150216_35_1_1_1.fits,2,57070.076844,5.870701,10:02:05.131,+02:30:52.06,1.62,8.0,2015-02-17T01:50:39.333
h_e_20140404_32_1_1_1.fits,7,56751.906313,3.805486,10:01:24.203,+02:11:13.24,1.62,8.0,2014-04-04T21:45:05.454
h_e_20140303_42_1_1_1.fits,6,56719.939804,6.081132,10:00:43.743,+02:11:14.71,1.62,8.0,2014-03-03T22:33:19.051
h_e_20140224_65_1_1_1.fits,2,56712.96689,4.271171,10:02:03.914,+02:31:14.40,1.62,8.0,2014-02-24T23:12:19.289
h_e_20131223_83_1_1_1.fits,5,56650.063121,4.64723,10:02:03.772,+02:21:09.64,1.62,8.0,2013-12-24T01:30:53.680
h_e_20140505_47_1_1_1.fits,7,56782.9153,3.443029,10:01:24.026,+02:10:45.64,1.62,8.0,2014-05-05T21:58:01.926
h_e_20150508_22_1_1_1.fits,6,57150.890479,3.41411,10:00:43.023,+02:10:59.62,1.62,8.0,2015-05-08T21:22:17.353
h_e_20150328_10_1_1_1.fits,4,57109.861782,5.805957,10:01:23.342,+02:21:11.44,1.62,8.0,2015-03-28T20:40:57.991
h_e_20150423_4_1_1_1.fits,4,57135.85659,4.33202,10:01:23.768,+02:21:07.65,1.62,8.0,2015-04-23T20:33:29.385
h_e_20140503_26_1_1_1.fits,2,56780.8657,3.188995,10:02:03.964,+02:30:52.54,1.62,8.0,2014-05-03T20:46:36.458
h_e_20150311_21_1_1_1.fits,5,57092.888879,4.483823,10:02:03.820,+02:21:15.03,1.62,8.0,2015-03-11T21:19:59.168
h_e_20140222_77_1_1_1.fits,0,56710.991991,15.6341,10:00:44.115,+02:31:13.25,1.62,8.0,2014-02-22T23:48:28.002
h_e_20150425_8_1_1_1.fits,3,57137.853726,3.181605,10:00:43.486,+02:21:06.16,1.62,8.0,2015-04-25T20:29:21.902
h_e_20140101_74_1_1_1.fits,5,56659.0565,10.01808,10:02:04.007,+02:21:07.72,1.62,8.0,2014-01-02T01:21:21.608
h_e_20150508_18_1_1_1.fits,3,57150.886476,4.863688,10:00:43.159,+02:20:59.30,1.62,8.0,2015-05-08T21:16:31.499
h_e_20150411_16_1_1_1.fits,3,57123.845778,966.0,10:00:43.572,+02:21:08.80,1.62,8.0,2015-04-11T20:17:55.211
h_e_20131107_147_1_1_1.fits,7,56604.215366,3.522835,10:01:23.654,+02:11:13.04,1.62,8.0,2013-11-08T05:10:07.609
h_e_20140317_31_1_1_1.fits,3,56733.884599,5.559835,10:00:43.849,+02:21:13.97,1.62,8.0,2014-03-17T21:13:49.350
h_e_20150424_15_1_1_1.fits,2,57136.895183,3.007871,10:02:03.672,+02:31:16.55,1.62,8.0,2015-04-24T21:29:03.808
h_e_20150408_14_1_1_1.fits,6,57120.87274,7.507967,10:00:43.760,+02:11:09.54,1.62,8.0,2015-04-08T20:56:44.717
h_e_20131231_87_1_1_1.fits,2,56658.056844,4.744843,10:02:03.594,+02:31:09.93,1.62,8.0,2014-01-01T01:21:51.335
h_e_20140113_80_1_1_1.fits,1,56671.003273,5.796718,10:01:23.622,+02:31:08.38,1.62,8.0,2014-01-14T00:04:42.757
h_e_20140209_31_1_1_1.fits,8,56697.995333,5.275714,10:02:04.083,+02:11:11.70,1.62,8.0,2014-02-09T23:53:16.758
h_e_20140205_80_1_1_1.fits,8,56693.986762,6.388232,10:02:03.683,+02:11:14.42,1.62,8.0,2014-02-05T23:40:56.213
h_e_20150416_18_1_1_1.fits,5,57128.885843,4.698602,10:02:03.846,+02:21:01.08,1.62,8.0,2015-04-16T21:15:36.796
h_e_20140408_49_1_1_1.fits,7,56755.97314,9.653609,10:01:24.665,+02:10:53.12,1.62,8.0,2014-04-08T23:21:19.259
h_e_20140317_27_1_1_1.fits,4,56733.880801,8.316216,10:01:23.782,+02:21:14.87,1.62,8.0,2014-03-17T21:08:21.230
h_e_20140424_48_1_1_1.fits,7,56771.899629,3.473959,10:01:24.017,+02:10:53.67,1.62,8.0,2014-04-24T21:35:27.955
h_e_20150510_10_1_1_1.fits,8,57152.863453,6.94824,10:02:02.829,+02:11:13.09,1.62,8.0,2015-05-10T20:43:22.374
h_e_20131114_80_1_1_1.fits,3,56611.265797,6.043827,10:00:44.099,+02:21:15.77,1.62,8.0,2013-11-15T06:22:44.824
h_e_20140422_29_1_1_1.fits,6,56769.890382,3.102781,10:00:43.778,+02:10:53.05,1.62,8.0,2014-04-22T21:22:09.038
h_e_20140208_48_1_1_1.fits,4,56696.942171,7.602222,10:01:23.675,+02:21:06.17,1.62,8.0,2014-02-08T22:36:43.558
h_e_20150417_12_1_1_1.fits,0,57129.847336,3.206934,10:00:43.454,+02:31:09.80,1.62,8.0,2015-04-17T20:20:09.831
h_e_20131231_91_1_1_1.fits,5,56658.060614,4.27643,10:02:03.784,+02:21:08.25,1.62,8.0,2014-01-01T01:27:17.087
h_e_20140305_19_1_1_1.fits,2,56721.868634,5.238553,10:02:03.353,+02:31:12.15,1.62,8.0,2014-03-05T20:50:50.014
h_e_20140211_39_1_1_1.fits,2,56699.918742,5.005742,10:02:03.493,+02:31:06.73,1.62,8.0,2014-02-11T22:02:59.270
h_e_20140209_27_1_1_1.fits,1,56697.991525,6.418568,10:01:24.048,+02:31:12.51,1.62,8.0,2014-02-09T23:47:47.791
h_e_20150509_19_1_1_1.fits,2,57151.883828,5.772089,10:02:03.684,+02:31:00.20,1.62,8.0,2015-05-09T21:12:42.702
h_e_20140127_72_1_1_1.fits,1,56685.05924,4.78652,10:01:24.233,+02:31:12.44,1.62,8.0,2014-01-28T01:25:18.365
h_e_20150410_17_1_1_1.fits,7,57122.847738,5.011456,10:01:23.444,+02:11:11.81,1.62,8.0,2015-04-10T20:20:44.559
h_e_20140422_22_1_1_1.fits,2,56769.883698,2.637573,10:02:03.950,+02:30:53.77,1.62,8.0,2014-04-22T21:12:31.501
h_e_20140424_43_1_1_1.fits,1,56771.89486,3.039741,10:01:23.936,+02:30:54.19,1.62,8.0,2014-04-24T21:28:35.890
h_e_20140408_42_1_1_1.fits,4,56755.966428,13.51113,10:01:24.770,+02:20:52.88,1.62,8.0,2014-04-08T23:11:39.347
h_e_20140211_41_1_1_1.fits,0,56699.920635,13.00012,10:00:43.398,+02:31:07.07,1.62,8.0,2014-02-11T22:05:42.886
h_e_20140417_21_1_1_1.fits,6,56764.916463,3.136014,10:00:44.064,+02:10:52.61,1.62,8.0,2014-04-17T21:59:42.436
h_e_20150317_14_1_1_1.fits,8,57099.027976,5.803749,10:02:05.159,+02:11:00.43,1.62,8.0,2015-03-18T00:40:17.117
h_e_20131216_57_1_1_1.fits,4,56643.225116,9.286886,10:01:24.353,+02:21:02.01,1.62,8.0,2013-12-17T05:24:10.017
h_e_20150511_11_1_1_1.fits,4,57153.855651,3.874081,10:01:22.446,+02:21:12.15,1.62,8.0,2015-05-11T20:32:08.216
h_e_20140606_46_1_1_1.fits,6,56814.911631,4.862724,10:00:44.580,+02:11:01.88,1.62,8.0,2014-06-06T21:52:44.960
h_e_20140208_55_1_1_1.fits,7,56696.948848,5.267162,10:01:23.713,+02:11:06.02,1.62,8.0,2014-02-08T22:46:20.476
h_e_20140423_28_1_1_1.fits,0,56770.93207,3.479182,10:00:44.355,+02:30:44.57,1.62,8.0,2014-04-23T22:22:10.870
h_e_20140323_25_1_1_1.fits,1,56739.90698,7.757781,10:01:23.962,+02:31:17.02,1.62,8.0,2014-03-23T21:46:03.065
h_e_20150223_11_1_1_1.fits,3,57077.070787,9.027081,10:00:44.982,+02:20:47.04,1.62,8.0,2015-02-24T01:41:56.030
h_e_20150416_13_1_1_1.fits,4,57128.880821,7.313645,10:01:23.735,+02:21:03.01,1.62,8.0,2015-04-16T21:08:22.928
h_e_20140304_18_1_1_1.fits,2,56720.899446,4.595367,10:02:03.896,+02:31:12.55,1.62,8.0,2014-03-04T21:35:12.173
h_e_20140114_75_1_1_1.fits,8,56672.002435,4.993871,10:02:03.807,+02:11:07.27,1.62,8.0,2014-01-15T00:03:30.354
h_e_20150423_10_1_1_1.fits,8,57135.862592,2.842746,10:02:03.788,+02:11:06.31,1.62,8.0,2015-04-23T20:42:07.991
h_e_20140423_12_1_1_1.fits,3,56770.877228,2.840373,10:00:43.988,+02:20:58.73,1.62,8.0,2014-04-23T21:03:12.526
h_e_20150404_17_1_1_1.fits,2,57116.875465,5.875254,10:02:03.576,+02:31:15.00,1.62,8.0,2015-04-04T21:00:40.216
h_e_20150224_25_1_1_1.fits,6,57077.92305,5.896218,10:00:44.511,+02:11:10.84,1.62,8.0,2015-02-24T22:09:11.542
h_e_20140416_11_1_1_1.fits,1,56763.869425,2.904812,10:01:24.118,+02:31:12.49,1.62,8.0,2014-04-16T20:51:58.307
h_e_20150228_17_1_1_1.fits,4,57081.890507,5.693458,10:01:24.552,+02:21:10.93,1.62,8.0,2015-02-28T21:22:19.837
h_e_20140304_22_1_1_1.fits,5,56720.90326,7.034377,10:02:03.849,+02:21:12.71,1.62,8.0,2014-03-04T21:40:41.647
h_e_20131223_78_1_1_1.fits,4,56650.058366,7.66957,10:01:23.555,+02:21:10.94,1.62,8.0,2013-12-24T01:24:02.865
h_e_20131120_48_1_1_1.fits,0,56617.146874,5.673878,10:00:43.541,+02:31:05.67,1.62,8.0,2013-11-21T03:31:29.948
h_e_20140106_81_1_1_1.fits,4,56664.228643,6.767616,10:01:24.835,+02:20:55.17,1.62,8.0,2014-01-07T05:29:14.758
h_e_20150505_11_1_1_1.fits,1,57147.923882,3.599893,10:01:23.529,+02:31:07.15,1.62,8.0,2015-05-05T22:10:23.364
h_e_20140126_54_1_1_1.fits,3,56684.08376,5.64642,10:00:44.195,+02:21:17.27,1.62,8.0,2014-01-27T02:00:36.880
h_e_20150330_13_1_1_1.fits,0,57111.839346,3.957496,10:00:43.383,+02:31:12.19,1.62,8.0,2015-03-30T20:08:39.463
h_e_20150509_23_1_1_1.fits,5,57151.887829,5.050402,10:02:03.693,+02:21:01.19,1.62,8.0,2015-05-09T21:18:28.388
h_e_20150329_11_1_1_1.fits,5,57110.850539,999.0,10:02:03.221,+02:21:17.17,1.62,8.0,2015-03-29T20:24:46.529
h_e_20131224_90_1_1_1.fits,4,56651.075999,9.249972,10:01:23.481,+02:21:09.79,1.62,8.0,2013-12-25T01:49:26.292
h_e_20150422_20_1_1_1.fits,8,57134.965648,3.357854,10:02:04.537,+02:11:08.23,1.62,8.0,2015-04-22T23:10:31.953
h_e_20140504_35_1_1_1.fits,1,56781.890651,2.708156,10:01:24.286,+02:30:40.90,1.62,8.0,2014-05-04T21:22:32.271
h_e_20131218_76_1_1_1.fits,5,56645.08562,5.751659,10:02:03.474,+02:21:11.58,1.62,8.0,2013-12-19T02:03:17.542
h_e_20131124_95_1_1_1.fits,5,56621.147102,5.523306,10:02:03.583,+02:21:10.68,1.62,8.0,2013-11-25T03:31:49.608
h_e_20150414_16_1_1_1.fits,0,57126.884633,4.230974,10:00:43.738,+02:31:06.94,1.62,8.0,2015-04-14T21:13:52.278
h_e_20140406_10_1_1_1.fits,4,56753.866346,5.25818,10:01:24.041,+02:21:09.24,1.62,8.0,2014-04-06T20:47:32.320
h_e_20150506_24_1_1_1.fits,7,57148.891076,4.11841,10:01:23.663,+02:11:09.40,1.62,8.0,2015-05-06T21:23:09.003
h_e_20140307_17_1_1_1.fits,3,56723.858546,5.714257,10:00:43.357,+02:21:10.63,1.62,8.0,2014-03-07T20:36:18.409
h_e_20140327_57_1_1_1.fits,4,56744.009788,8.655811,10:01:24.625,+02:20:47.42,1.62,8.0,2014-03-28T00:14:05.676
h_e_20131230_120_1_1_1.fits,5,56657.077378,5.118507,10:02:04.495,+02:21:05.76,1.62,8.0,2013-12-31T01:51:25.458
h_e_20140207_68_1_1_1.fits,8,56696.000939,3.93992,10:02:03.940,+02:11:11.55,1.62,8.0,2014-02-08T00:01:21.157
h_e_20140415_24_1_1_1.fits,0,56762.890436,3.371424,10:00:44.317,+02:31:05.50,1.62,8.0,2014-04-15T21:22:13.679
h_e_20131226_95_1_1_1.fits,4,56653.090968,9.268204,10:01:24.147,+02:21:09.53,1.62,8.0,2013-12-27T02:10:59.623
h_e_20140221_73_1_1_1.fits,1,56709.989229,3.449751,10:01:24.006,+02:31:15.02,1.62,8.0,2014-02-21T23:44:29.388
h_e_20131105_96_1_1_1.fits,0,56602.215938,5.755464,10:00:44.107,+02:31:29.83,1.62,8.0,2013-11-06T05:10:57.070
h_e_20150215_27_1_1_1.fits,1,57069.088574,6.556302,10:01:24.889,+02:30:48.38,1.62,8.0,2015-02-16T02:07:32.813
h_e_20150419_14_1_1_1.fits,3,57131.847276,3.952874,10:00:43.595,+02:21:09.82,1.62,8.0,2015-04-19T20:20:04.670
h_e_20150420_25_1_1_1.fits,7,57132.917975,3.487864,10:01:23.862,+02:11:11.60,1.62,8.0,2015-04-20T22:01:53.040
h_e_20150426_8_1_1_1.fits,3,57138.853194,3.231891,10:00:43.545,+02:21:10.24,1.62,8.0,2015-04-26T20:28:36.004
h_e_20131106_128_1_1_1.fits,7,56603.231932,4.652013,10:01:24.588,+02:11:56.04,1.62,8.0,2013-11-07T05:33:58.931
h_e_20150507_14_1_1_1.fits,4,57149.950032,4.919134,10:01:24.251,+02:21:07.10,1.62,8.0,2015-05-07T22:48:02.753
h_e_20140111_52_1_1_1.fits,7,56669.008195,5.298859,10:01:23.515,+02:11:08.52,1.62,8.0,2014-01-12T00:11:48.057
h_e_20140102_80_1_1_1.fits,0,56660.057629,5.349147,10:00:43.766,+02:31:06.73,1.62,8.0,2014-01-03T01:22:59.161
h_e_20150412_28_1_1_1.fits,5,57124.93138,7.691985,10:02:03.824,+02:21:09.94,1.62,8.0,2015-04-12T22:21:11.205
h_e_20150213_35_1_1_1.fits,2,57066.930002,5.005008,10:02:04.476,+02:31:11.93,1.62,8.0,2015-02-13T22:19:12.154
h_e_20140104_62_1_1_1.fits,0,56662.049747,13.80361,10:00:43.757,+02:31:07.47,1.62,8.0,2014-01-05T01:11:38.165
h_e_20150501_10_1_1_1.fits,1,57143.861829,2.7924,10:01:23.645,+02:31:10.55,1.62,8.0,2015-05-01T20:41:02.060
h_e_20150215_31_1_1_1.fits,8,57069.092588,6.93471,10:02:04.979,+02:10:48.00,1.62,8.0,2015-02-16T02:13:19.641
h_e_20150226_20_1_1_1.fits,1,57079.913601,4.639869,10:01:24.709,+02:31:12.23,1.62,8.0,2015-02-26T21:55:35.145
h_e_20140105_68_1_1_1.fits,5,56663.097156,4.358892,10:02:04.009,+02:21:14.57,1.62,8.0,2014-01-06T02:19:54.240
h_e_20150406_12_1_1_1.fits,1,57118.864944,4.40072,10:01:23.594,+02:31:10.09,1.62,8.0,2015-04-06T20:45:31.149
h_e_20140421_17_1_1_1.fits,1,56768.880445,3.306121,10:01:24.062,+02:31:01.55,1.62,8.0,2014-04-21T21:07:50.483
h_e_20131203_9_1_1_1.fits,8,56630.237604,8.59865,10:02:04.275,+02:11:13.42,1.62,8.0,2013-12-04T05:42:08.965
h_e_20140128_75_1_1_1.fits,6,56686.00752,5.019893,10:00:43.906,+02:11:14.36,1.62,8.0,2014-01-29T00:10:49.691
h_e_20140319_37_1_1_1.fits,8,56735.887275,6.4197,10:02:04.509,+02:11:08.44,1.62,8.0,2014-03-19T21:17:40.587
h_e_20140114_72_1_1_1.fits,0,56671.999589,10.16517,10:00:43.711,+02:31:07.39,1.62,8.0,2014-01-14T23:59:24.513
